抖茶時光DOUTEA タピオカ専門店 DOUTEA Tapioca,"2-chōme-26-1 Tsuruyacho, Kanagawa Ward, Yokohama, Kanagawa 221-0835, Japan",mobile number exception occurred, 
ペッパーランチ 横浜天理ビル店 Pepper Lunch Yokohama Tenri Building,address exception occurred,mobile number exception occurred, 
ラリグラス Rarigurasu,address exception occurred,mobile number exception occurred, 
横浜家系ラーメン 町田商店 横浜駅前店 Pork bone soup ramen,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2 Chome−１９−3 アライヤ・ネスト １F",mobile number exception occurred, 
コンマティー 横浜ジョイナス店 comma tea Yokohama Joinus,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−4−４番B１ 相鉄ジョイナス ザ・ダイヤモンド内",mobile number exception occurred, 
ViTO横浜西口店,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−5−1 ＪＯＩＮＵＳ B1",+81 45-620-7820, 
回し寿司活 横浜スカイビル店 Mawashisushi Katsu Yokohamaten,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12, Sky Building, 11F",mobile number exception occurred, 
クリスピーチキンアンドトマト 横浜西口店 CRISPY CHICKEN n' TOMATO Yokohama West Exit,address exception occurred,mobile number exception occurred, 
TGIフライデーズ 横浜西口店 TGIFridays Yokohama Nishiguchi,"Japan, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−1−13 横浜駅前ビル 1F",+81 50-2019-6972, 
はなまるうどん 横浜西口パルナード店 Hanamaru Udon YOKOHAMA NISHIGUCHI PALNADE,"2 Chome-7-15 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, Japan",+81 45-290-8870, 
松屋 反町店 Matsuya Tanmachi,"Japan, 〒221-0841 Kanagawa, Yokohama, Kanagawa Ward, Matsumotocho, 1 Chome−1−9 ＭＫビル",mobile number exception occurred, 
唐揚げ専門 はっぴ商店 横浜大口店,"Japan, 〒221-0002 Kanagawa, Yokohama, Kanagawa Ward, Oguchidori, 11-7 岩崎ビル 1F",mobile number exception occurred, 
デニーズ 片倉町店 Denny's KATAKURACHO,"1 Chome-23-37 Katakura, Kanagawa Ward, Yokohama, Kanagawa 221-0865, Japan",mobile number exception occurred, 
中華料理 美珍 Bichin,address exception occurred,mobile number exception occurred, 
蒙古タンメン中本 横浜店 Moukotanmen Nakamoto Yokohama,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−13−8 相鉄南幸第５ビル",mobile number exception occurred, 
天丼てんや シアルプラット東神奈川 Tendon tenya CIAL PLAT Higashi Kanagawa,"Japan, 〒221-0044 Kanagawa, Yokohama, Kanagawa Ward, Higashikanagawa, 1 Chome−29 シァルプラット 東神奈川",+81 45-450-5096, 
はま寿司 横浜岡野店 Hamazushi Yokohama Okano,"2 Chome-5-18 Okano, Nishi Ward, Yokohama, Kanagawa 220-0073, Japan",mobile number exception occurred, 
サブウェイ ﾏﾙｲｼﾃｨ横浜 SUBWAY Marui City Yokohama,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12 マルイシティ横浜",mobile number exception occurred, 
磯丸水産 横浜鶴屋町店 Isomaru Suisan Yokohama Tsuruyacho,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2 Chome−15 横浜西口エフテム白十字ビル1F",mobile number exception occurred, 
machi machi 横浜ルミネ,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−16−1 ルミネ横浜 B2F",mobile number exception occurred, 
鶴一家 Tsuruichiya,"1 Chome-7-34 Tsuruyacho, Kanagawa Ward, Yokohama, Kanagawa 221-0835, Japan",mobile number exception occurred, 
ブースサイドキッチン BOOTH SIDE KITCHEN,address exception occurred,mobile number exception occurred, 
とんかつどーんとこい 六角橋本店 Tonkatudontokoi Rokukakubashi,"1 Chome-11-19 Rokukakubashi, Kanagawa Ward, Yokohama, Kanagawa 221-0802, Japan",mobile number exception occurred, 
知味軒 CHIMIKEN,address exception occurred,mobile number exception occurred, 
むさしの森珈琲 三ツ沢店 Musashino Mori Coffee Mitsuzawa,"4-7 Mitsuzawa Kamimachi, Kanagawa Ward, Yokohama, Kanagawa 221-0856, Japan",mobile number exception occurred, 
炒飯総本家【チャーハン専門】横浜西口店,address exception occurred,mobile number exception occurred, 
やきとりセンター 横浜天理ビル店 Yakitori Center Yokohama Tenri Building,"Japan, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−4−1 横浜天理ビル B1F",+81 45-411-3120, 
ウマミバーガー みなとみらい店 Umami Burger Minatomirai,"Japan, 〒220-0012 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 3 Chome−6−1 みなとみらいセンタービル 内",mobile number exception occurred, 
【丁寧に仕込む国産生野菜】フレッシュネスバーガー 横浜西口店 Freshness Burger Yokohama Nishiguchi,"1 Chome-2-7 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, Japan",mobile number exception occurred, 
かつや 横浜和田町店 Katsuya YOKOHAMA WADAMACHI,"2 Chome-6-1 Wada, Hodogaya Ward, Yokohama, Kanagawa 240-0065, Japan",mobile number exception occurred, 
ガスト 東神奈川店 Gusto HIGASHI KANAGAWA,"Japan, 〒221-0822 Kanagawa, Yokohama, Kanagawa Ward, Nishikanagawa, 1 Chome−11-5 ＡＲＴＶＩＳＴＡ横浜ビル １Ｆ",mobile number exception occurred, 
バーミヤン みなとみらい店 Bamiyan Minato Mirai,"4 Chome-4-5 Minatomirai, Nishi Ward, Yokohama, Kanagawa 220-0012, Japan",+81 45-227-6252, 
エヌワイシー ニューヤードケータリング NYC~New Yard Catering~,address exception occurred,mobile number exception occurred, 
大阪王将 天王町駅前店 Osaka Ohsho Tenocho Ekimae,"Japan, 〒240-0004 Kanagawa, Yokohama, Hodogaya Ward, Iwamacho, 1 Chome−7-3 川本ハイツ",mobile number exception occurred, 
ピザハット 神奈川新町店 Pizza Hut KANAGAWASHINNMACHI,"Japan, 〒221-0043 Kanagawa, Yokohama, Kanagawa Ward, Shinmachi, 3-4 観音ビル 1階",+81 45-555-0810, 
いきなり！ステーキ 横浜西口店 Ikinari Steak Yokohama Nishiguchi,"Japan, 〒220-0073 Kanagawa, Yokohama, Nishi Ward, Okano, 1 Chome−12−15 ML横浜ビル",mobile number exception occurred, 
マクドナルド 神奈川大学店 McDonald's Kanagawa University,"3 Chome-25-6 Rokukakubashi, Kanagawa Ward, Yokohama, Kanagawa 221-0802, Japan",mobile number exception occurred, 
年間5万枚売れた＃伝説のシカゴピザ。＠横浜ガーデンファーム,address exception occurred,mobile number exception occurred, 
モスバーガー 横浜浅間町店 Mos Burger YOKOHAMA SENGENCHO,"1 Chome-6-14 Sengencho, Nishi Ward, Yokohama, Kanagawa 220-0072, Japan",mobile number exception occurred, 
ローソン 横浜駅東口店 Lawson Yokohama Station Higashiguchi,"2 Chome-7-1 Takashima, Nishi Ward, Yokohama, Kanagawa 220-0011, Japan",mobile number exception occurred, 
松屋 東神奈川店 Matsuya Higashi Kanagawa,"Japan, 〒221-0822 Kanagawa, Yokohama, Kanagawa Ward, Nishikanagawa, 1−20-4 加賀ビル",mobile number exception occurred, 
キッチンオリジン 白楽店 Kitchen Origin Hakuraku,"3 Chome-9 Nishikanagawa, Kanagawa Ward, Yokohama, Kanagawa 221-0822, Japan",mobile number exception occurred, 
ジョナサン 六角橋店 Jonathan's Rokkakubashi,"6 Chome-17-24 Rokukakubashi, Kanagawa Ward, Yokohama, Kanagawa 221-0802, Japan",mobile number exception occurred, 
ファミリーマート 横浜神之木町,"2-44 Kaminokicho, Kanagawa Ward, Yokohama, Kanagawa 221-0015, Japan",mobile number exception occurred, 
大連餃子基地DALIAN 横浜モアーズ店 Dairengyouzakichi Dalian Yokohama MORE'S,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−3−1 横浜モアーズ8階",+81 45-324-6221, 
０秒レモンサワー 仙台ホルモン焼肉酒場 ときわ亭@横浜西口店,address exception occurred,mobile number exception occurred, 
牛角 白楽店 Gyukaku Hakuraku,"2-3 Shirahatacho, Kanagawa Ward, Yokohama, Kanagawa 221-0076, Japan",mobile number exception occurred, 
スープストック トーキョー伊勢丹横浜店 Soup Stock Tokyo Isetan Yokohama,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−5−1 新相鉄ビル（ジョイナス） B1F",mobile number exception occurred, 
ゴーゴーカレー ヨドバシ横浜スタジアム GoGoCurry YODOBASHI YOKOHAMA STADIUM,"Japan, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−2−7 ヨドバシ横浜 B2",+81 45-320-5550, 
麺場浜虎 横浜店 Menba Hamatora Yokohama,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2 Chome−12-1 シァル鶴屋町第２ビル1Ｆ",mobile number exception occurred, 
ロジック横浜店 LOGIC YOKOHAMA,"2 Chome-2-1 Kitasaiwai, Nishi Ward, Yokohama, Kanagawa 220-0004, Japan",+81 50-3463-8448, 
ラ・パウザ 横浜三栄ビル店 La Pausa Yokohama Sanei Building,"Japan, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 1 Chome−8−6 三栄ビル 2F 横浜西口",mobile number exception occurred, 
すき家 ｱｸﾛｽﾌﾟﾗｻﾞ東神奈川店 Sukiya Across Plaza Higashi-Kanagawa,"1 Chome-16-15 Nishiterao, Kanagawa Ward, Yokohama, Kanagawa 221-0001, Japan",mobile number exception occurred, 
溶岩焼きビビンパ専門店「ファルファサン」 横浜駅前店 Farfasan Yokohama Station,address exception occurred,mobile number exception occurred, 
松のや ホテルユニゾ横浜駅西店 Matsunoya Hotel Unizo Yokohama Nishi,"2 Chome-17-6 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, Japan",mobile number exception occurred, 
ほっともっと 大口東口店 Hotto Motto Oguchi Higashiguchi,"11-14 Kaminokicho, Kanagawa Ward, Yokohama, Kanagawa 221-0015, Japan",mobile number exception occurred, 
唐揚げ専門店 あげ市 karaagesenmonten ageichi,address exception occurred,mobile number exception occurred, 
鳥良商店 横浜西口南幸店 Toriyoshi Shoten Yokohama Nishiguchi Minamisaiwai,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−14−3 海東ビル B1-1F",mobile number exception occurred, 
"東京からあげ専門店あげたて横浜相鉄口店＠金の蔵 A specialty store from Tokyo, Yokohama Sotetsuguchi store @ Kinnokura",address exception occurred,mobile number exception occurred, 
吉野家 横浜駅西口店 Yoshinoya YOKOHAMA NISHIGUCHI,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−7−15 横川ビル",+81 45-322-3339, 
秘伝焦がしたれ焼肉丼 やきはち 横浜東口,address exception occurred,mobile number exception occurred, 
やきとり家すみれ 横浜鶴屋町,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2 Chome−16-4 エフテムビルNo.1 3F",mobile number exception occurred, 
吾照里 横浜東口ポルタ店 ojoriporta,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−16, 地下1階 横浜駅東口 ポルタレストラン街",+81 45-444-0911, 
かまどか 横浜西口店 Kamadoka Yokohama Nishiguchi,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−15−1 横浜ﾃｨﾉﾋﾞﾙ B1F",mobile number exception occurred, 
東京純豆腐 みなとみらい東急スクエア①店 Tokyo Sundubu Minatomirai TOKYU SQUARE,"2-chōme-3 Minatomirai, Nishi Ward, Yokohama, Kanagawa 220-0012, Japan",+81 45-640-1077, 
から好し 東神奈川店 Karayoshi Higashi Kanagawa,address exception occurred,mobile number exception occurred, 
ソバキチ ルミネ横浜店,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−16−1 ルミネ横浜 6F",+81 45-440-5600, 
春水堂 横浜ポルタ店 Chunshuitang Yokohama Porta,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−16, 横浜駅東口地下街ポルタ B1F",mobile number exception occurred, 
夢庵 横浜片倉町店 Yumean Yokohama Katakuracho,"2 Chome-71-3 Katakura, Kanagawa Ward, Yokohama, Kanagawa 221-0865, Japan",mobile number exception occurred, 
油そば きょう介,address exception occurred,mobile number exception occurred, 
安波,address exception occurred,mobile number exception occurred, 
油そば 一門屋 横浜 Aburasoba Ichimonya Yokohama,address exception occurred,mobile number exception occurred, 
パティスリー カフェ ソラ Patisserie Cafe Sora,"2-17 Shirahatacho, Kanagawa Ward, Yokohama, Kanagawa 221-0076, Japan",mobile number exception occurred, 
大戸屋ごはん処 横浜ビジネスパーク店 Ootoya YOKOHAMABIJINESUPA-KUTENN,"Japan, 〒240-0005 Kanagawa, Yokohama, Hodogaya Ward, Godocho, 134 横浜ビジネスパーク 2F",mobile number exception occurred, 
万豚記ヨドバシ横浜店 wanzhuji yodobashi yokohamatenn,address exception occurred,mobile number exception occurred, 
ダイゴミバーガー DAIGOMI BURGER,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−14−9, Asobuild, 1F",+81 45-594-9138, 
シェーキーズ 横浜西口店 Shakey's Yokohama Nishiguchi,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−11−1 丸藤ビル B1F",+81 45-311-4663, 
一条もんこ先生のカレー診療所 横浜みなみ西口院 Dr.Ichijo Monko Curry Clinic Yokohama SouthWest,address exception occurred,mobile number exception occurred, 
焼肉うしごろ 横浜店 USHIGORO Yokohama,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2−15 5F-E ＣＲＡＮＥ ＹＯＫＯＨＡＭＡ ビル",mobile number exception occurred, 
味の牛たん 喜助 横浜ランドマーク店 ajinogyuutann kisuke yokohamarandoma-kutenn,"Japan, 〒220-0012 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 2 Chome−2−番1号 横浜, Landmark Plaza, 1階",mobile number exception occurred, 
ペッパーランチ 桜木町店 Pepper Lunch Sakuragicho,"Japan, 〒231-8008 Kanagawa, Yokohama, Naka Ward, Sakuragicho, １−1 富士ソフト本社ビル1F",mobile number exception occurred, 
チキンズ・タイム 横浜三栄 CHICKEN'S TIME Yokohama Sanei,address exception occurred,mobile number exception occurred, 
バーミヤン 神奈川大口店 Bamiyan Kanagawa Oguchi,"18 Kaminokicho, Kanagawa Ward, Yokohama, Kanagawa 221-0015, Japan",mobile number exception occurred, 
首里 横浜モアーズ店 Shuri,"Japan, 〒220-8533 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−3−1 横浜モアーズ 8階",+81 45-324-2538, 
手羽揚げ そらや Tebaage Soraya,address exception occurred,mobile number exception occurred, 
ナチュラルローソン みなとみらい四丁目,"4 Chome-7 Minatomirai, Nishi Ward, Yokohama, Kanagawa 220-0012, Japan",mobile number exception occurred, 
セルフうどん 麦まる 横浜ＹＢＰ店,"Japan, 〒240-0005 Kanagawa, Yokohama, Hodogaya Ward, Godocho, 134 YBPビル",+81 45-331-3661, 
磯丸水産 横浜西口南幸店 Isomaru Suisan Yokohama Nishiguchi Minamisaiwai,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−16−11 二幸ビル B1-1F",+81 45-316-5020, 
ベジトモ VEGETOMO,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12 マルイシティ横浜 ２F",mobile number exception occurred, 
かねせい KANESEI,address exception occurred,mobile number exception occurred, 
Italian kitchen VANSAN 横浜 Yokohama,"Japan, 〒221-0835 Kanagawa, Yokohama, Kanagawa Ward, Tsuruyacho, 2 Chome−16-4 エフテムビル No.1",mobile number exception occurred, 
のげとりとん Noge Toriton,"Japan, 〒231-0064 Kanagawa, Yokohama, Naka Ward, Nogecho, 2 Chome−７２",mobile number exception occurred, 
テクスメクス・サブローザ 横浜 TEXMEX SABROSA Yokohama,address exception occurred,mobile number exception occurred, 
クアアイナ横浜ベイクォーター店,"Japan, 〒221-0056 Kanagawa, Yokohama, Kanagawa Ward, Kinkocho, 1-10 横浜ベイクォータ 4Ｆ",mobile number exception occurred, 
TGIフライデーズ MM21クロスゲート TGIFridays MM21 Cross Gate,"Japan, 〒231-0062 Kanagawa, Yokohama, Naka Ward, Sakuragicho, 1 Chome−101-1 クロスゲート ３F",+81 50-2019-7097, 
唐揚げ宅配専門店 赤丸唐揚げ JR横浜西口駅前店　Akamaru Karaage JR Yokohama West Exit,address exception occurred,mobile number exception occurred, 
松屋 横浜南幸店 Matsuya Yokohama Minamisaiwai,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2 Chome−14−7 1・2F 第6NYビル",mobile number exception occurred, 
すき家 横浜北幸店 Sukiya Yokohama Kitasaiwai,"Japan, 〒220-0004 Kanagawa, Yokohama, Nishi Ward, Kitasaiwai, 2 Chome−10−50 山田ビル 1F",mobile number exception occurred, 
ガスト 横浜平沼店 Gusto Yokohama Hiranuma,"Japan, 〒220-0023 Kanagawa, Yokohama, Nishi Ward, Hiranuma, 1 Chome−2, 甘糟平沼ビル １階",mobile number exception occurred, 
メキシカンバル タコリブレ 横浜駅前店 Mexicanbar Tacolibre,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−10−8 大信商事ビル 1F",+81 45-628-9939, 
北海道産生クリームを使ったこだわりのホワイトカレーやさん。＠横浜ガーデンファーム,address exception occurred,mobile number exception occurred, 
キッチンオリジン 反町店 Kitchen Origin Tanmachi,"2 Chome-13-7 Tanmachi, Kanagawa Ward, Yokohama, Kanagawa 221-0825, Japan",mobile number exception occurred, 
RUSH,address exception occurred,mobile number exception occurred, 
鶏から揚げ研究所 横浜西口店,address exception occurred,mobile number exception occurred, 
カプリチョーザ 横浜みなとみらい店 Capricciosa Yokohama-minatomirai,"Japan, 〒220-0012 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 2 Chome−3−1, Queen's Tower A, 2F",mobile number exception occurred, 
もうやんカレー横浜店 Moyan Curry yokohama,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−14−9, Asobuild, １F",+81 45-873-4725, 
鮨・酒・肴 杉玉 横浜西口店 Sugidama YOKOHAMA NISHIGUCHI,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 2−9 ウイング南幸 2F",mobile number exception occurred, 
こだわりのお米で炊く絶品釜飯とおばんざい　壱の釜飯　横浜店,address exception occurred,mobile number exception occurred, 
鬼辛痺まぜそば 鬼炎 横浜 Onikarashibi Kien Yokohama,address exception occurred,mobile number exception occurred, 
バーミヤン 星川駅前店 Bamiyan Hoshikawa Ekimae,"1 Chome-1-2 Hoshikawa, Hodogaya Ward, Yokohama, Kanagawa 240-0006, Japan",+81 45-339-1260, 
大戸屋ごはん処 みなとみらいビジネススクエア店 Ootoya MINATOMIRAI BUSINESS SQUARE,"Japan, 〒220-0012 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 3 Chome−6−4 みなとみらいビジネススクエア 1F",mobile number exception occurred, 
天ぷら酒場 by つか蕎麦 CASUAL TEMPURA ＆ SOBA BAR byTSUKASOBA,address exception occurred,mobile number exception occurred, 
藍屋 横浜戸部店 Aiya Yokohama Tobe,"49 Tobehoncho, Nishi Ward, Yokohama, Kanagawa 220-0041, Japan",mobile number exception occurred, 
サンマルクカフェ 横浜ビブレ店,"2 Chome-15-15番13号 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, Japan",+81 45-415-8108, 
ウルフギャング・パック 横浜ランドマークプラザ店 Wolfgang Puck yokohama landmark plaza,"Japan, 〒220-8101 Kanagawa, Yokohama, Nishi Ward, Minatomirai, 2 Chome−2−1 ランドマークタワ 1階",mobile number exception occurred, 
アイランドヴィンテージコーヒー 横浜ベイクォーター店,"Japan, 〒221-0056 Kanagawa, Yokohama, Kanagawa Ward, Kinkocho, 1−10 横浜ベイクォータ 3F",+81 45-453-1121, 
ザ・肉餃子 四川厨房 横浜西口店 Chinese Dining Shisen-chubo yokohama,"2 Chome-16-8 Minamisaiwai, Nishi Ward, Yokohama, Kanagawa 220-0005, Japan",mobile number exception occurred, 
コメダ珈琲店 横浜西口北幸 Komeda's Coffee Yokohamanishiguchi Kitasaiwai,"2 Chome-9-11 Kitasaiwai, Nishi Ward, Yokohama, Kanagawa 220-0004, Japan",+81 45-321-7737, 
中華料理 龍興楼 Chinese Restaurant RYUKOUROU,"Japan, 〒220-0053 Kanagawa, Yokohama, Nishi Ward, Fujidanacho, 1 Chome−８５−2",mobile number exception occurred, 
ケバブマニア 横浜 KEBAB MANIA Yokohama,address exception occurred,mobile number exception occurred, 
三代目くぼた sanndaimekubota,"1 Chome-10-1 Higashikanagawa, Kanagawa Ward, Yokohama, Kanagawa 221-0044, Japan",+81 45-453-9293, 
マントラ横浜店 mantra yokohama,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2 Chome−19−12 10F",+81 45-441-6099, 
韓兵衛アソビル店 Hanbei Asobiru,"2 Chome-14-9 Takashima, Nishi Ward, Yokohama, Kanagawa 220-0011, Japan",+81 45-594-6854, 
ステーキ＆ハンバーグ マウンテン 大口店 Steak Mountain OGUCHI,address exception occurred,mobile number exception occurred, 
果実園リーベル ランドマーク店 kajitsuen libel landmarkten,address exception occurred,mobile number exception occurred, 
ザ・ダッド・ボッド・バーガー 横浜 The Dad Bod Burger Yokohama,+81 45-290-1717,mobile number exception occurred, 
牛カツ京都勝牛 横浜ポルタ店,"Japan, 〒220-0011 Kanagawa, Yokohama, Nishi Ward, Takashima, 2−16 横浜ポルタ B1F",mobile number exception occurred, 
大阪のグランメゾン　プレスキル佐々木シェフ監修　フレンチ丼専門店 ささきや 大口店,"Japan, 〒541-0042 Osaka, Chuo Ward, Imabashi, 4 Chome−1−1 淀屋橋odona2F",mobile number exception occurred, 
究極のブロッコリーと鶏胸肉 横浜店 The ultimate broccoli & chicken breast Yokohama,address exception occurred,mobile number exception occurred, 
松のや 天王町店 Matsunoya Tenocho,"Japan, 〒240-0003 Kanagawa, Yokohama, Hodogaya Ward, Tennocho, 2−47-6 日振ビル",mobile number exception occurred, 
オービカ モッツァレラバー 横浜店 OBICA MOZZARELLA BAR Yokohama,"Japan, 〒220-0005 Kanagawa, Yokohama, Nishi Ward, Minamisaiwai, 1 Chome−5−1 新相鉄ビル B2",+81 45-412-3733, 
特盛びっくり食堂 大口店 TokumoriBikkuriShokudo OGUCHI,address exception occurred,mobile number exception occurred, 
